laptop_specs_id,laptop_specs_source,laptop_specs_brand,laptop_specs_name,laptop_specs_cpu,laptop_specs_vga,laptop_specs_ram_amount,laptop_specs_ram_type,laptop_specs_storage_amount,laptop_specs_storage_type,laptop_specs_webcam_resolution,laptop_specs_screen_size,laptop_specs_screen_resolution,laptop_specs_screen_refresh_rate,laptop_specs_screen_brightness,laptop_specs_battery_capacity,laptop_specs_battery_cells,laptop_specs_weight,laptop_specs_default_os,laptop_specs_warranty,laptop_specs_price,laptop_specs_width,laptop_specs_depth,laptop_specs_height,laptop_specs_number_usb_a_ports,laptop_specs_number_usb_c_ports,laptop_specs_number_hdmi_ports,laptop_specs_number_ethernet_ports,laptop_specs_number_audio_jacks,cpu_specs_name,cpu_specs_performance_clockspeed,cpu_specs_performance_turbospeed,cpu_specs_performance_cores,cpu_specs_performance_threads,cpu_specs_efficient_clockspeed,cpu_specs_efficient_turbospeed,cpu_specs_efficient_cores,cpu_specs_efficient_threads,cpu_specs_tdp,cpu_specs_multithread_rating,cpu_specs_single_thread_rating,cpu_specs_l1_instruction_cache,cpu_specs_l1_data_cache,cpu_specs_l2_cache,cpu_specs_l3_cache,cpu_specs_eff_l1_instruction_cache,cpu_specs_eff_l1_data_cache,cpu_specs_eff_l2_cache,cpu_specs_integer_math,cpu_specs_floating_point_math,cpu_specs_find_prime_numbers,cpu_specs_random_string_sorting,cpu_specs_data_encryption,cpu_specs_data_compression,cpu_specs_physics,cpu_specs_extended_instructions,cpu_specs_single_thread,gpu_specs_name,gpu_specs_avg_g3d_mark,gpu_specs_bus_interface,gpu_specs_max_memory_size,gpu_specs_core_clock,gpu_specs_max_direct,gpu_specs_open_gl,gpu_specs_max_tdp,gpu_specs_test_directx_9,gpu_specs_test_directx_10,gpu_specs_test_directx_11,gpu_specs_test_directx_12,gpu_specs_test_gpu_compute
1469,laptopworld,hp,"laptop hp gaming victus 15-fb2063dx (ryzen 5-7535hs, ram 8gb, 512gb ssd, rx 6550m 4gb, 15.6inch fhd 144hz, win 11)",amd ryzen 5 7535hs,radeon rx 6550m,8.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,300.0,52.5,3.0,2.29,windows,12.0,14990000,,,,2.0,1.0,1.0,0.0,1.0,amd ryzen 5 7535hs,3.30,4.60,6,12,,,,,35.00,18379,3171,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,63884,36335,50,23108,14102,228551,870,15935,3171,radeon rx 6550m,9557.0,,,,,,,134.0,59.0,78.0,41.0,3325.0
1470,laptopworld,acer,laptop acer nitro v 15 propanel anv15-51-500a nh.qnasv.008 (core i5-13420h | 16gb | 512gb | rtx 2050 4gb | 15.6 inch fhd 180hz | win 11 | đen),intel core i5 13420h,geforce rtx 2050,16.0,ddr5,,,yes,15.6,1920x1080,180.0,300.0,57.0,4.0,2.1,windows 11 home,12.0,23990000,,,,3.0,1.0,1.0,0.0,1.0,intel core i5 13420h,2.10,4.60,4,8,1.50,3.40,4.0,4.0,45.00,18362,3444,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,60230,44538,55,22904,12239,223190,1069,13755,3444,geforce rtx 2050,7690.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,42.0,3482.0
1471,laptopworld,acer,laptop acer nitro v 15 propanel anv15-51-56d5 nh.qn9sv.00b (core i5-13420h | 16gb | 512gb | rtx 3050 6gb | 15.6 inch fhd 180hz | win 11 | đen),intel core i5 13420h,geforce rtx 3050,16.0,ddr5,,,yes,15.6,1920x1080,180.0,300.0,57.0,4.0,2.1,windows 11 home,12.0,24990000,,,,3.0,1.0,1.0,0.0,1.0,intel core i5 13420h,2.10,4.60,4,8,1.50,3.40,4.0,4.0,45.00,18362,3444,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,60230,44538,55,22904,12239,223190,1069,13755,3444,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1472,laptopworld,acer,laptop acer nitro v 15 propanel anv15-51-73bt nh.qnasv.009 (core i7-13620h | 16gb | 512gb | rtx 2050 4gb | 15.6 inch fhd 180hz | win 11 | đen),intel core i7 13620h,geforce rtx 2050,16.0,ddr5,,,yes,15.6,1920x1080,180.0,300.0,57.0,4.0,2.1,windows 11 home,12.0,25990000,,,,3.0,1.0,1.0,0.0,1.0,intel core i7 13620h,2.40,4.90,6,12,1.80,3.60,4.0,4.0,45.00,24801,3682,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84263,62141,100,29769,16054,289551,1676,17963,3682,geforce rtx 2050,7690.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,42.0,3482.0
1473,laptopworld,dell,laptop dell mobile precision workstation 3590 (ultra 7 165h | 16gb | 512gb | 15.6 inch fhd | win 11 pro),intel core ultra 7 165h,,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,60.0,250.0,54.0,3.0,1.62,windows 11 pro,36.0,42990000,,,,2.0,2.0,1.0,1.0,0.0,intel core ultra 7 165h,1.40,5.00,6,12,0.90,3.80,10.0,10.0,28.00,26163,3531,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,89838,67590,119,32900,17461,296222,1817,17544,3531,,,,,,,,,,,,,
1474,laptopworld,msi,laptop msi crosshair 16 hx d14vfkg 860vn (core i9-14900hx | 16gb | 1tb | rtx 4060 | 16 inch qhd+ 240hz | win 11 | xám),intel core i9 14900hx,geforce rtx 4060,16.0,ddr5,1024.0,ssd,yes,16.0,2560x1600,240.0,,90.0,4.0,2.5,windows 11 home,24.0,40990000,,,,3.0,1.0,1.0,0.0,1.0,intel core i9 14900hx,2.20,5.80,8,16,1.60,4.10,16.0,16.0,55.00,45553,4311,8 x 32 kb,8 x 48 kb,8 x 2048 kb,36 mb,16 x 64 kb,16 x 32 kb,4 x 4096 kb,163569,116424,201,62491,33995,562098,2761,32524,4311,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1475,laptopworld,acer,laptop acer nitro v anv15-41-r1jy nh.qpfsv.001 (ryzen™ 5-6600h | 16gb | 512gb | rtx 3050 | 15.6 inch fhd 165hz | win 11 | black),amd ryzen 5 6600h,geforce rtx 3050,64.0,ddr5,512.0,ssd,yes,15.6,1920x1080,165.0,300.0,57.0,4.0,2.1,windows 11 home,12.0,20490000,,,,3.0,1.0,1.0,1.0,1.0,amd ryzen 5 6600h,3.30,4.50,6,12,,,,,45.00,18718,3186,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,65418,36862,52,23916,14368,231419,888,15962,3186,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1476,laptopworld,asus,laptop asus rog zephyrus g14 ga403uv-qs091w (ryzen™ 9-8945hs | 32gb | 1tb | rtx 4060 8gb | 14.0inch 3k oled | win 11 | xám),amd ryzen 9 8945hs,geforce rtx 4060,32.0,ddr5,,,yes,14.0,2880x1800,120.0,,73.0,4.0,1.5,windows 11 home,24.0,49990000,,,,2.0,2.0,0.0,0.0,1.0,amd ryzen 9 8945hs,4.00,5.20,8,16,,,,,45.00,29752,3862,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,102580,62596,93,41899,21408,356002,1431,27071,3862,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1477,laptopworld,asus,laptop asus rog zephyrus g14 ga403uu-qs135w (ryzen™ 9-8945hs | 16gb | 1tb | rtx 4050 6gb | 14.0inch 3k oled | win 11 | xám),amd ryzen 9 8945hs,geforce rtx 4050,16.0,ddr5,1024.0,ssd,yes,14.0,2880x1800,120.0,,73.0,4.0,1.5,windows 11 home,24.0,44990000,,,,2.0,2.0,0.0,0.0,1.0,amd ryzen 9 8945hs,4.00,5.20,8,16,,,,,45.00,29752,3862,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,102580,62596,93,41899,21408,356002,1431,27071,3862,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
1478,laptopworld,asus,laptop asus tuf gaming a15 fa506nfr-hn075w (ryzen™ 7-7435hs | 16gb | 512gb | rtx™ 2050 4gb | 15.6inch fhd 144hz | win 11 | đen),amd ryzen 7 7435hs,geforce rtx 2050,16.0,ddr5,512.0,ssd,yes,,1920x1080,144.0,250.0,48.0,3.0,2.3,windows 11 home,24.0,17490000,,,,3.0,1.0,1.0,0.0,1.0,amd ryzen 7 7435hs,3.10,4.50,8,16,,,,,45.00,23870,3216,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,87107,49831,55,32327,19114,317498,1000,22229,3216,geforce rtx 2050,7690.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,42.0,3482.0
1479,laptopworld,asus,laptop asus tuf gaming f15 fx507vv-lp304w (core i7-13620h | 16gb | 1tb | rtx 4060 | 15.6 inch fhd 144hz | win 11 | xám),intel core i7 13620h,geforce rtx 4060,16.0,ddr5,1024.0,ssd,yes,15.6,1920x1080,144.0,250.0,90.0,4.0,2.2,windows 11 home,24.0,28490000,,,,2.0,2.0,1.0,0.0,1.0,intel core i7 13620h,2.40,4.90,6,12,1.80,3.60,4.0,4.0,45.00,24801,3682,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84263,62141,100,29769,16054,289551,1676,17963,3682,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1480,laptopworld,lenovo,laptop lenovo legion 5 15irx9 83jj000fvn (core™ i7-13650hx | 24gb | 512gb | rtx™ 4060 8gb | 15.6inch fhd 144hz | win 11 | xám),intel core i7 13650hx,geforce rtx 4060,24.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,300.0,60.0,4.0,2.32,windows 11 home,24.0,33590000,,,,3.0,2.0,1.0,1.0,1.0,intel core i7 13650hx,2.60,4.90,6,12,1.90,3.60,8.0,8.0,55.00,31442,3815,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,105163,77322,102,42044,22329,397136,1751,23930,3815,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1481,laptopworld,lenovo,"laptop lenovo legion y7000 irx9 (core i7-13650hx, ram 24gb, ssd 512gb, rtx 4060, 15.6inch fhd, win 11, xám)",intel core i7 13650hx,geforce rtx 4060,24.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,,60.0,4.0,2.45,windows 11 home,12.0,27990000,,,,4.0,2.0,1.0,0.0,1.0,intel core i7 13650hx,2.60,4.90,6,12,1.90,3.60,8.0,8.0,55.00,31442,3815,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,105163,77322,102,42044,22329,397136,1751,23930,3815,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1482,laptopworld,lenovo,"laptop lenovo loq 15ahp9 (ryzen™ 7-8845hs, ram 16gb, 1tb ssd , rtx™ 4060, 15.6 inch fhd 144hz, win 11, xám)",amd ryzen 7 8845hs,geforce rtx 4060,16.0,ddr5,,,yes,15.6,1920x1080,144.0,300.0,60.0,4.0,2.38,windows 11 home,12.0,26490000,,,,3.0,1.0,1.0,1.0,1.0,amd ryzen 7 8845hs,3.80,5.10,8,16,,,,,45.00,28830,3783,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,99895,60638,87,40908,20747,350998,1342,26096,3783,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1483,laptopworld,msi,laptop msi stealth 18 mercedes amg a1vhg 080vn (ultra 9 185h | 64gb | 2tb | rtx 4080 | 18 inch uhd+ | win 11 | đen),intel core ultra 9 185h,geforce rtx 4080,64.0,ddr5,2048.0,ssd,yes,18.0,3840x2400,120.0,,99.9,4.0,2.89,windows 11 home,24.0,95490000,,,,2.0,2.0,1.0,0.0,0.0,intel core ultra 9 185h,2.30,5.10,6,12,1.80,3.80,10.0,10.0,45.00,29407,3714,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,99096,73657,124,38603,19944,341515,1987,20280,3714,geforce rtx 4080,25076.0,pcie 4.0 x16,12288.0,1860.0,12_2,4.6,150.0,286.0,161.0,248.0,96.0,11422.0
1484,laptopworld,asus,laptop asus tuf gaming a15 fa507nur-lp101w (ryzen™ 7-7435hs | 16gb | 512gb | rtx 4050 | 15.6inch fhd 144hz | win 11 | xám),amd ryzen 7 7435hs,geforce rtx 4050,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,90.0,4.0,2.2,windows 11 home,24.0,22990000,,,,2.0,2.0,1.0,0.0,1.0,amd ryzen 7 7435hs,3.10,4.50,8,16,,,,,45.00,23870,3216,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,87107,49831,55,32327,19114,317498,1000,22229,3216,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
1485,laptopworld,lenovo,"laptop lenovo loq 15arp9 (ryzen™ 7-7435hs, ram 16gb, 512gb ssd, rtx™ 4060, 15.6 inch fhd 144hz , win 11, xám)",amd ryzen 7 7435hs,geforce rtx 4060,16.0,ddr5,,,yes,15.6,1920x1080,144.0,300.0,60.0,4.0,2.38,windows 11 home,12.0,24990000,,,,3.0,1.0,1.0,1.0,1.0,amd ryzen 7 7435hs,3.10,4.50,8,16,,,,,45.00,23870,3216,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,87107,49831,55,32327,19114,317498,1000,22229,3216,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1486,laptopworld,dell,"laptop dell gaming g15 5530 (core i7-13650hx, ram 16gb, 1tb ssd, rtx 4060 8gb, 15.6 inch fhd 120hz, win 11, xám)",intel core i7 13650hx,geforce rtx 4060,16.0,ddr5,1024.0,ssd,yes,15.6,1920x1080,120.0,250.0,86.0,6.0,2.65,windows 11 home,12.0,27490000,,,,3.0,1.0,1.0,0.0,1.0,intel core i7 13650hx,2.60,4.90,6,12,1.90,3.60,8.0,8.0,55.00,31442,3815,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,105163,77322,102,42044,22329,397136,1751,23930,3815,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1487,laptopworld,lenovo,laptop lenovo loq 15arp9 83jc007hvn (ryzen™ 5-7235hs | 12gb | 512gb | rtx™ 3050 | 15.6 inch fhd 144hz | win 11 | xám),amd ryzen 5 7235hs,geforce rtx 3050,12.0,ddr5,,,yes,15.6,1920x1080,144.0,300.0,60.0,4.0,2.38,windows 11 home,24.0,18590000,,,,3.0,1.0,1.0,1.0,1.0,amd ryzen 5 7235hs,3.20,4.20,4,8,,,,,45.00,11781,2773,4 x 32 kb,4 x 32 kb,4 x 512 kb,8 mb,,,,39119,22296,29,14409,8704,146993,541,10658,2773,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1488,laptopworld,lenovo,laptop lenovo loq 15irx9 83dv00ufvn (core™ i7-13650hx | 24gb | 512gb | rtx™ 4060 8gb | 15.6 inch fhd 144hz | win 11 | xám),intel core i7 13650hx,geforce rtx 4060,24.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,300.0,60.0,4.0,2.38,windows 11 home,24.0,29990000,,,,3.0,1.0,1.0,1.0,1.0,intel core i7 13650hx,2.60,4.90,6,12,1.90,3.60,8.0,8.0,55.00,31442,3815,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,105163,77322,102,42044,22329,397136,1751,23930,3815,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1489,laptopworld,lenovo,"laptop lenovo legion 5 16irx9 (core i9-14900hx, ram 16gb, ssd 512gb, rtx 4070, 16inch wqxga, win 11, xám)",intel core i9 14900hx,geforce rtx 4070,16.0,ddr5,512.0,ssd,yes,16.0,2560x1600,,,80.0,4.0,2.43,windows 11 home,12.0,39990000,,,,3.0,2.0,1.0,1.0,1.0,intel core i9 14900hx,2.20,5.80,8,16,1.60,4.10,16.0,16.0,55.00,45553,4311,8 x 32 kb,8 x 48 kb,8 x 2048 kb,36 mb,16 x 64 kb,16 x 32 kb,4 x 4096 kb,163569,116424,201,62491,33995,562098,2761,32524,4311,geforce rtx 4070,19587.0,pcie 4.0 x16,8192.0,1230.0,12_2,4.6,115.0,222.0,118.0,179.0,85.0,8363.0
1490,laptopworld,lenovo,"laptop lenovo legion pro 7 16irx9h (core™ i9-14900hx, ram 32gb, 2tb ssd, rtx™ 4080, 16inch wqxga 240hz, win 11, đen)",intel core i9 14900hx,geforce rtx 4080,32.0,ddr5,2048.0,ssd,yes,16.0,2560x1600,240.0,500.0,99.99,4.0,2.62,windows 11 home,12.0,63990000,,,,4.0,2.0,1.0,1.0,1.0,intel core i9 14900hx,2.20,5.80,8,16,1.60,4.10,16.0,16.0,55.00,45553,4311,8 x 32 kb,8 x 48 kb,8 x 2048 kb,36 mb,16 x 64 kb,16 x 32 kb,4 x 4096 kb,163569,116424,201,62491,33995,562098,2761,32524,4311,geforce rtx 4080,25076.0,pcie 4.0 x16,12288.0,1860.0,12_2,4.6,150.0,286.0,161.0,248.0,96.0,11422.0
1491,laptopworld,asus,laptop asus rog strix scar 16 g634jyr-ra132w (core i9-14900hx | 32gb | 2tb | rtx 4090 | 16 inch wqxga 240hz | win 11 | đen),intel core i9 14900hx,geforce rtx 4090,32.0,ddr5,2048.0,ssd,yes,16.0,2560x1600,240.0,1100.0,90.0,4.0,2.65,windows 11 home,24.0,116990000,,,,2.0,2.0,1.0,0.0,1.0,intel core i9 14900hx,2.20,5.80,8,16,1.60,4.10,16.0,16.0,55.00,45553,4311,8 x 32 kb,8 x 48 kb,8 x 2048 kb,36 mb,16 x 64 kb,16 x 32 kb,4 x 4096 kb,163569,116424,201,62491,33995,562098,2761,32524,4311,geforce rtx 4090,27754.0,pcie 4.0 x16,16384.0,1455.0,12_2,4.6,150.0,315.0,181.0,270.0,107.0,12650.0
1492,laptopworld,acer,laptop acer predator helios neo phn16-72-78dq nh.qnmsv.00u (core i7-14650hx | 16gb | 1tb |  rtx 4060 | 16inch wqxga 240hz | win 11 | đen),intel core i7 14650hx,geforce rtx 4060,16.0,ddr5,,,yes,16.0,2560x1600,240.0,500.0,90.0,4.0,2.8,windows 11 home,12.0,45990000,,,,3.0,2.0,1.0,1.0,1.0,intel core i7 14650hx,2.20,5.20,8,16,1.60,3.70,8.0,8.0,157.00,36538,3979,8 x 32 kb,8 x 48 kb,8 x 2048 kb,30 mb,8 x 64 kb,8 x 32 kb,2 x 4096 kb,129007,93371,164,46115,25492,438981,2382,26477,3979,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1493,laptopworld,lenovo,"laptop lenovo legion 5 r7000 (ryzen 7-8745h, ram 16gb, ssd 512gb, rtx 4060, 15,6inch fhd 144hz, win 11, xám)",amd ryzen 7 8745h,geforce rtx 4060,16.0,ddr5,,,yes,15.6,1920x1080,144.0,300.0,60.0,4.0,2.4,windows 11 home,12.0,26990000,,,,2.0,2.0,1.0,0.0,0.0,amd ryzen 7 8745h,,4.90,8,16,,,,,45.00,30500,3749,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,100402,62319,98,44359,21939,369628,1526,27513,3749,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1494,laptopworld,gigabyte,laptop gigabyte aorus 16x 9kg-43vnc54sh (core i7-13650hx | 16gb | 1tb | rtx 4060 | 16 inch wqxga | win 11 | xám),intel core i7 13650hx,geforce rtx 4060,16.0,ddr5,1024.0,ssd,yes,16.0,2560x1600,165.0,,99.0,,2.3,windows 11 home,24.0,31990000,,,,2.0,2.0,1.0,1.0,1.0,intel core i7 13650hx,2.60,4.90,6,12,1.90,3.60,8.0,8.0,55.00,31442,3815,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,105163,77322,102,42044,22329,397136,1751,23930,3815,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1495,laptopworld,gigabyte,laptop gigabyte aorus 16x asg-53vnc54sh (core i7-14650hx | 16gb | 1tb | rtx 4070 | 16 inch wqxga 165hz | win 11 | xám),intel core i7 14650hx,geforce rtx 4070,16.0,ddr5,1024.0,ssd,yes,16.0,2560x1600,165.0,,99.0,,2.3,windows 11 home,24.0,41490000,,,,2.0,2.0,1.0,1.0,1.0,intel core i7 14650hx,2.20,5.20,8,16,1.60,3.70,8.0,8.0,157.00,36538,3979,8 x 32 kb,8 x 48 kb,8 x 2048 kb,30 mb,8 x 64 kb,8 x 32 kb,2 x 4096 kb,129007,93371,164,46115,25492,438981,2382,26477,3979,geforce rtx 4070,19587.0,pcie 4.0 x16,8192.0,1230.0,12_2,4.6,115.0,222.0,118.0,179.0,85.0,8363.0
1496,laptopworld,acer,laptop acer nitro v anv15-51-78bg nh.qqesv.00a (core™ i7-13620h | 16gb | 512gb | rtx 4060 | 15.6 inch fhd 180hz | win 11 | đen),intel core i7 13620h,geforce rtx 4060,16.0,ddr5,,,yes,15.6,1920x1080,180.0,,57.5,4.0,2.1,windows 11 home,12.0,34990000,,,,3.0,1.0,1.0,1.0,1.0,intel core i7 13620h,2.40,4.90,6,12,1.80,3.60,4.0,4.0,45.00,24801,3682,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84263,62141,100,29769,16054,289551,1676,17963,3682,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1497,laptopworld,hp,laptop hp victus 16-r0215tx 9q9b8pa (core i7-13700h | 32gb | 512gb | rtx 3050 | 16.1inch fhd 144hz | win11 | bạc),intel core i7 13700h,geforce rtx 3050,32.0,ddr5,512.0,ssd,yes,16.1,1920x1080,144.0,250.0,70.0,4.0,2.31,windows 11 home,12.0,30790000,,,,3.0,1.0,1.0,0.0,1.0,intel core i7 13700h,2.40,5.00,6,12,1.80,3.70,8.0,8.0,45.00,27032,3638,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,95142,68052,106,34226,18472,315864,1766,18765,3638,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1498,laptopworld,hp,laptop hp victus 16-r0230tx 9q981pa (core i7-13700h | 32gb | 512gb | rtx 3050 | 16.1inch fhd 144hz | win11 | xanh),intel core i7 13700h,geforce rtx 3050,32.0,ddr5,512.0,ssd,yes,16.1,1920x1080,144.0,250.0,70.0,4.0,2.31,windows 11 home,12.0,32990000,,,,3.0,1.0,1.0,0.0,1.0,intel core i7 13700h,2.40,5.00,6,12,1.80,3.70,8.0,8.0,45.00,27032,3638,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,95142,68052,106,34226,18472,315864,1766,18765,3638,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1499,laptopworld,asus,"laptop asus rog strix g16 g614ji-n4125w (core™ i7-13650hx | 16gb | 512gb | rtx 4070 8gb | 16inch qhd+, 240hz | win 11 | xám)",intel core i7 13650hx,geforce rtx 4070,16.0,ddr5,512.0,ssd,yes,16.0,2560x1600,240.0,500.0,90.0,4.0,2.5,windows 11 home,24.0,42690000,,,,2.0,2.0,1.0,0.0,1.0,intel core i7 13650hx,2.60,4.90,6,12,1.90,3.60,8.0,8.0,55.00,31442,3815,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,105163,77322,102,42044,22329,397136,1751,23930,3815,geforce rtx 4070,19587.0,pcie 4.0 x16,8192.0,1230.0,12_2,4.6,115.0,222.0,118.0,179.0,85.0,8363.0
1500,laptopworld,acer,laptop acer predator helios neo phn16-72-950p nh.qnmsv.001 (core i9-14900hx | 32gb | 1tb |  rtx 4070 | 16inch wqxga 240hz | win 11 | đen),intel core i9 14900hx,geforce rtx 4070,32.0,ddr5,,,yes,16.0,2560x1600,240.0,500.0,90.0,4.0,2.8,windows 11 home,12.0,52990000,,,,3.0,2.0,1.0,1.0,1.0,intel core i9 14900hx,2.20,5.80,8,16,1.60,4.10,16.0,16.0,55.00,45553,4311,8 x 32 kb,8 x 48 kb,8 x 2048 kb,36 mb,16 x 64 kb,16 x 32 kb,4 x 4096 kb,163569,116424,201,62491,33995,562098,2761,32524,4311,geforce rtx 4070,19587.0,pcie 4.0 x16,8192.0,1230.0,12_2,4.6,115.0,222.0,118.0,179.0,85.0,8363.0
1501,laptopworld,acer,laptop acer predator helios neo 14 phn14-51-96hg nh.qrnsv.001 (ultra 9 185h | 32gb | 1tb |  rtx 4070 | 14.5inch wqxga 165hz | win 11 | đen),intel core ultra 9 185h,geforce rtx 4070,32.0,ddr5,,,yes,14.5,2560x1600,165.0,350.0,76.0,4.0,1.9,windows 11 home,12.0,59990000,,,,2.0,2.0,1.0,0.0,1.0,intel core ultra 9 185h,2.30,5.10,6,12,1.80,3.80,10.0,10.0,45.00,29407,3714,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,99096,73657,124,38603,19944,341515,1987,20280,3714,geforce rtx 4070,19587.0,pcie 4.0 x16,8192.0,1230.0,12_2,4.6,115.0,222.0,118.0,179.0,85.0,8363.0
