laptop_specs_id,laptop_specs_source,laptop_specs_brand,cpu_specs_laptop_specs_laptop_specs_name,laptop_specs_cpu,laptop_specs_vga,laptop_specs_ram_amount,laptop_specs_ram_type,laptop_specs_storage_amount,laptop_specs_storage_type,laptop_specs_webcam_resolution,laptop_specs_screen_size,laptop_specs_screen_resolution,laptop_specs_screen_refresh_rate,laptop_specs_screen_brightness,laptop_specs_battery_capacity,laptop_specs_battery_cells,laptop_specs_weight,laptop_specs_default_os,laptop_specs_warranty,laptop_specs_price,laptop_specs_width,laptop_specs_depth,laptop_specs_height,laptop_specs_number_usb_a_ports,laptop_specs_number_usb_c_ports,laptop_specs_number_hdmi_ports,laptop_specs_number_ethernet_ports,laptop_specs_number_audio_jacks,cpu_specs_laptop_specs_laptop_specs_name,cpu_specs_performance_clockspeed,cpu_specs_performance_turbospeed,cpu_specs_performance_cores,cpu_specs_performance_threads,cpu_specs_efficient_clockspeed,cpu_specs_efficient_turbospeed,cpu_specs_efficient_cores,cpu_specs_efficient_threads,cpu_specs_tdp,cpu_specs_multithread_rating,cpu_specs_single_thread_rating,cpu_specs_l1_instruction_cache,cpu_specs_l1_data_cache,cpu_specs_l2_cache,cpu_specs_l3_cache,cpu_specs_eff_l1_instruction_cache,cpu_specs_eff_l1_data_cache,cpu_specs_eff_l2_cache,cpu_specs_integer_math,cpu_specs_floating_point_math,cpu_specs_find_prime_numbers,cpu_specs_random_string_sorting,cpu_specs_data_encryption,cpu_specs_data_compression,cpu_specs_physics,cpu_specs_extended_instructions,cpu_specs_single_thread,cpu_specs_laptop_specs_laptop_specs_name,gpu_specs_avg_g3d_mark,gpu_specs_bus_interface,gpu_specs_max_memory_size,gpu_specs_core_clock,gpu_specs_max_direct,gpu_specs_open_gl,gpu_specs_max_tdp,gpu_specs_test_directx_9,gpu_specs_test_directx_10,gpu_specs_test_directx_11,gpu_specs_test_directx_12,gpu_specs_test_gpu_compute
1707,hacom,msi,laptop msi modern 15 (a11m-1023vn) (i5 1155g7/8gb ram/512gb ssd/15.6 inch fhd/win11/ vỏ nhôm/xám),intel core i5 1155g7,,8,ddr4,512,,yes,15.6,1920x1080,,,39,,1.6,windows11 home,12,23990000,35.68,23.38,1.69,6,2,1,0,0,intel core i5 1155g7,2.5,4.5,4,8,,,,,28,10090,2907,4 x 32 kb,4 x 48 kb,4 x 1280 kb,8 mb,,,,35756,20845,40,12797,5647,109483,608,7477,2907,,,,,,,,,,,,,
1708,hacom,dell,laptop dell inspiron 3530 (n3530-i5u085w11slu) (i5 1335u 8gb ram/512gb ssd/15.6 inch fhd 120hz/win11/officehs21/bạc),intel core i5 1335u,,8,ddr4,512,ssd,yes,15.6,1920x1080,120,250,41,3,1.65,windows 11 home,12,16299000,,,,0,0,1,0,1,intel core i5 1335u,1.3,4.6,2,4,0.9,3.4,8,8,15,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
1709,hacom,dell,laptop dell latitude 7440 (42lt744001) (i5-1335u/8gb ram/256gb ssd/14 inch fhd/ubuntu/xám),intel core i5 1335u,,8,ddr5,256,ssd,no,14,1920x1080,,250,,,,linux,,28799000,,,,,,,,,intel core i5 1335u,1.3,4.6,2,4,0.9,3.4,8,8,15,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
1710,hacom,dell,laptop dell vostro 3430 (71026453) (i3 1305u 8gb ram/512gb ssd/ 14.0fhd/win11/officehs21/xám),intel core i3 1305u,,8,ddr4,512,ssd,yes,14,1920x1080,,,41,3,1.44,windows 11 home,12,12199000,,,,2,4,1,1,0,intel core i3 1305u,1.6,4.5,1,2,1.2,3.3,4,4,15,8789,3255,1 x 32 kb,1 x 48 kb,1 x 1280 kb,10 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,27895,19958,35,10592,6018,95292,512,5305,3255,,,,,,,,,,,,,
1711,hacom,dell,laptop dell inspiron 3530 (71011775) (i7 1355u 8gb ram/512gb ssd/ 15.6 inch fhd 120hz/win11/officehs21/đen),intel core i7 1355u,,8,ddr4,512,ssd,yes,15.6,1920x1080,120,250,41,3,1.65,windows 11 home,12,19799000,,,,0,0,1,0,1,intel core i7 1355u,1.7,5,2,4,1.2,3.7,8,8,15,14828,3504,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54333,36303,56,18079,10171,160029,935,8891,3504,,,,,,,,,,,,,
1712,hacom,dell,laptop dell workstation mobile precision 3581 vpro enterprise (71023331) (i7-13800h/16gb ram/512gb ssd/rtx a500 4gb/15.6 inch fhd/ubuntu/xám),intel core i7 13800h,rtx a500,16,ddr5,512,ssd,yes,15.6,1920x1080,60,250,64,4,1.795,linux,36,42699000,35.78,23.33,2.27,,,,,,intel core i7 13800h,2.5,5.2,6,12,1.8,4,8,8,45,27044,3571,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,94984,68572,119,33528,18031,303521,1965,18332,3571,rtx a500,6771,,,,,,,86,35,42,38,2999
1713,hacom,dell,laptop dell inspiron 3530 (n5i5791w1) (i5 1335u 16gb ram/512gb ssd/15.6 inch fhd 120hz/win11/officehs21/đen),intel core i5 1335u,,16,ddr4,512,ssd,yes,15.6,1920x1080,120,250,41,3,1.65,windows 11 home,12,17699000,,,,0,0,1,0,1,intel core i5 1335u,1.3,4.6,2,4,0.9,3.4,8,8,15,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
1714,hacom,dell,laptop dell inspiron 3520 (25p231) (i5 1235u 16gb ram/512gb ssd/15.6 inch fhd 120hz/win11/officehs21/đen),intel core i5 1235u,,16,ddr4,512,ssd,yes,15.6,1920x1080,120,,41,3,1.65,windows 11 home,12,14899000,,,,0,0,1,0,1,intel core i5 1235u,1.3,4.4,2,4,0.9,3.3,8,8,15,13388,3218,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50412,33950,37,17469,9643,150997,735,8360,3218,,,,,,,,,,,,,
1715,hacom,acer,laptop acer travelmate p2 (tmp214-55-5044) (i5 1335u/8gb/512gb ssd/14.0 fhd/win11/xám),intel core i5 1335u,,8,,512,ssd,no,14,1920x1080,60,,,,,windows 11 home,12,18499000,,,,,,,,,intel core i5 1335u,1.3,4.6,2,4,0.9,3.4,8,8,15,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
1716,hacom,acer,laptop acer aspire a514-54-5127 (nx.a28sv.007) (i5 1135g7/8gb ram/512gb ssd/14.0 inch fhd/win11/bạc/vỏ nhôm),intel core i5 1135g7,,8,,512,ssd,no,14,1920x1080,,,,,,,12,11899000,,,,,,,,,intel core i5 1135g7,2.4,4.2,4,8,,,,,15,9734,2676,4 x 32 kb,4 x 48 kb,4 x 1280 kb,8 mb,,,,32465,19609,35,12802,5617,105917,594,7612,2676,,,,,,,,,,,,,
1717,hacom,lg,laptop lg gram 16z90r-g.ah76a5 (i7-1360p/16gb ram/512gb ssd/16.0 inch wqxga/win 11/xám) (2023),intel core i7 1360p,,16,ddr5,512,ssd,yes,16,2560x1600,,350,,,1.199,windows 11 home,12,35999000,35.51,24.23,1.68,0,0,1,0,0,intel core i7 1360p,2.2,5,4,8,1.6,3.7,8,8,28,19051,3524,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,69754,47328,80,22839,12738,207665,1306,11780,3524,,,,,,,,,,,,,
1718,hacom,asus,laptop asus expertbook b1402cba-ek0648w (i5 1235u/8gb ram/256gb ssd/14 fhd/win11/đen),intel core i5 1235u,,8,ddr4,256,,yes,14,1920x1080,60,,42,3,1.45,windows 11 home,24,14499000,32.34,21.56,1.92,0,1,1,1,1,intel core i5 1235u,1.3,4.4,2,4,0.9,3.3,8,8,15,13388,3218,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50412,33950,37,17469,9643,150997,735,8360,3218,,,,,,,,,,,,,
1719,hacom,lenovo,laptop lenovo thinkbook 15 g5 (21jd001qvn) (i5 1335u/8gb ram/512gb ssd/15.6 fhd/dos/xám),intel core i5 1335u,,8,ddr4,512,ssd,yes,15.6,1920x1080,,300,45,,1.7,,24,16999000,35.7,23.5,1.89,0,2,1,1,1,intel core i5 1335u,1.3,4.6,2,4,0.9,3.4,8,8,15,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
1720,hacom,lenovo,laptop lenovo thinkpad e16 gen 1 (21jn006gvn) (i7 1355u/16gb ram/512gb ssd/16 wuxga/win11/đen),intel core i7 1355u,,8,ddr4,512,ssd,yes,16,1920x1200,,300,47,,1.81,windows 11 home,24,24999000,35.61,24.77,1.99,2,4,1,1,1,intel core i7 1355u,1.7,5,2,4,1.2,3.7,8,8,15,14828,3504,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54333,36303,56,18079,10171,160029,935,8891,3504,,,,,,,,,,,,,
1721,hacom,msi,laptop msi thin gf63 (12uc-803vn) (i5-12450h/ram 8gb ddr4/ssd 512gb pcle/vga rtx 3050 4gb/15.6 fhd ips & 144hz/win11),intel core i5 12450h,geforce rtx 3050,8,ddr4,512,ssd,no,15.6,1920x1080,144,,52,,1.85,windows,24,17490000,35.9,25.4,2.15,,,,,,intel core i5 12450h,2,4.4,4,8,1.5,3.3,4,4,45,16999,3379,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56563,42183,47,21668,11418,205799,920,12638,3379,geforce rtx 3050,9458,pcie 4.0 x8,4096,712,12_2,4.6,75,118,55,73,45,3865
1722,hacom,asus,laptop asus vivobook s3504va-l1227ws (i7 1360p/16gb ram/512gb ssd/15.6 oled/win11/bạc),intel core i7 1360p,,16,ddr4,512,ssd,yes,15.6,,60,400,50,3,1.7,windows 11 home,24,21999000,35.97,23.25,1.79,0,1,1,0,1,intel core i7 1360p,2.2,5,4,8,1.6,3.7,8,8,28,19051,3524,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,69754,47328,80,22839,12738,207665,1306,11780,3524,,,,,,,,,,,,,
1723,hacom,apple,laptop apple macbook air (mly33sa/a) (apple m2/8c cpu/8c gpu/8gb ram/256gb ssd/13.6 inch ips/mac os/đen) (2022),apple m2 8 core,,8,,256,ssd,yes,13.6,2560x1664,,,56.6,,1.24,macos,12,24199000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1724,hacom,msi,laptop msi thin gf63 (12uc-1006vn) (i5-12450h/16gb ddr4/ssd 512gb pcle/rtx 3050 4gb/15.6 fhd ips & 144hz/win11),intel core i5 12450h,geforce rtx 3050,16,ddr4,512,ssd,no,15.6,1920x1080,144,,52,,1.85,windows,12,17489000,35.9,25.4,2.15,,,,,,intel core i5 12450h,2,4.4,4,8,1.5,3.3,4,4,45,16999,3379,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56563,42183,47,21668,11418,205799,920,12638,3379,geforce rtx 3050,9458,pcie 4.0 x8,4096,712,12_2,4.6,75,118,55,73,45,3865
1725,hacom,apple,laptop apple macbook air (z15s00092) (apple m2/8c cpu/8c gpu/16gb ram/256gb ssd/13.6/mac os/xám) (2022),apple m2 8 core,,16,,256,ssd,no,13.6,,,,,,,macos,12,31299000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1726,hacom,lenovo,laptop lenovo v15 g3 (82tt00atvn) (i5 1235u/8gb ram/512gb ssd/15.6 fhd/win11/xám),intel core i5 1235u,,8,ddr4,256,ssd,no,15.6,1920x1080,,300,,,,,12,11999000,,,,,,,,,intel core i5 1235u,1.3,4.4,2,4,0.9,3.3,8,8,15,13388,3218,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50412,33950,37,17469,9643,150997,735,8360,3218,,,,,,,,,,,,,
1727,hacom,asus,laptop asus vivobook 15x oled s3504va-l1226w (i5 1340p/16gb ram/512gb ssd/15.6 fhd oled/win11/bạc),intel core i5 1340p,,8,ddr4,512,ssd,yes,15.6,1920x1080,60,400,50,3,1.6,windows 11 home,24,17999000,35.97,23.25,1.79,0,1,0,0,0,intel core i5 1340p,1.9,4.6,4,8,1.9,3.4,8,8,28,18765,3509,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,69665,48184,59,23692,12870,215761,1083,12411,3509,,,,,,,,,,,,,
1728,hacom,msi,laptop msi modern 15 (b13m-297vn) (i7 1355u/16gb ram/512gb ssd/15.6 inch fhd/win11/đen),intel core i7 1355u,,16,ddr4,512,ssd,yes,15.6,1920x1080,,,39,3,1.7,windows 11 home,24,18490000,35.9,24.1,1.99,6,2,1,0,0,intel core i7 1355u,1.7,5,2,4,1.2,3.7,8,8,15,14828,3504,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54333,36303,56,18079,10171,160029,935,8891,3504,,,,,,,,,,,,,
1729,hacom,msi,laptop msi modern 14 (c13m-610vn) (i5 1335u /8gb ram/512gb ssd/14 inch fhd/win11/hồng),intel core i5 1335u,,8,ddr4,512,ssd,yes,14,1920x1080,,,39,,1.4,windows 11 home,24,13990000,31.99,22.3,1.94,0,1,1,0,0,intel core i5 1335u,1.3,4.6,2,4,0.9,3.4,8,8,15,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
1730,hacom,msi,laptop msi prestige 13evo (a13m-081vn) (i7 1360p/16gb ram/1tb ssd/13.3 inch fhd+ /win11/bạc/vỏ nhôm),intel core i7 1360p,,16,ddr5,1024,ssd,yes,13.3,1920x1200,,,75,4,,windows 11 home,24,29990000,29.9,21,1.69,0,2,1,0,0,intel core i7 1360p,2.2,5,4,8,1.6,3.7,8,8,28,19051,3524,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,69754,47328,80,22839,12738,207665,1306,11780,3524,,,,,,,,,,,,,
1731,hacom,msi,laptop msi modern 14 (c13m-609vn) (i5 1335u /8gb ram/512gb ssd/14 inch fhd/win11/bạc),intel core i5 1335u,,8,ddr4,512,ssd,yes,14,1920x1080,,,39,,1.4,windows 11 home,24,13990000,31.99,22.3,1.94,0,1,1,0,0,intel core i5 1335u,1.3,4.6,2,4,0.9,3.4,8,8,15,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
1732,hacom,msi,laptop msi modern 15 (b12mo-487vn) (i7 1255u/16gb ram/512gb ssd/15.6 inch fhd ips/win11/đen),intel core i7 1255u,,16,ddr4,512,ssd,yes,15.6,1920x1080,,,39,,1.7,windows 11 home,24,15990000,35.9,24.1,1.99,0,1,1,0,0,intel core i7 1255u,1.7,4.7,2,4,1.2,3.5,8,8,15,13562,3255,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,49997,33433,42,17212,9460,149711,822,8350,3255,,,,,,,,,,,,,
1733,hacom,msi,laptop msi modern 14 (c13m-607vn) (i7 1355u/16gb ram/512gb ssd/14.0 inch fhd ips/win11/đen) (2023),intel core i7 1355u,,16,ddr4,512,ssd,yes,14,1920x1080,,,39,,1.4,windows 11 home,24,17990000,31.99,22.3,1.94,0,1,1,0,0,intel core i7 1355u,1.7,5,2,4,1.2,3.7,8,8,15,14828,3504,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54333,36303,56,18079,10171,160029,935,8891,3504,,,,,,,,,,,,,
1734,hacom,msi,laptop msi modern 14 (c7m-221vn) (r7 7730u/8gb ram/512gb ssd/14.0 inch fhd/win11/đen),amd ryzen 7 7730u,,8,ddr4,512,ssd,yes,14,1920x1080,,,39,3,1.4,windows 11 home,24,11990000,35.9,24.1,1.99,0,1,1,0,0,amd ryzen 7 7730u,2,4.5,8,16,,,,,15,18610,3064,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,74843,39275,47,24239,14864,230713,793,14907,3064,,,,,,,,,,,,,
1735,hacom,asus,laptop asus zenbook um3402ya-km405w (r5 7530u/16gb ram/512gb ssd/14 oled 2.8k/win11/cáp/túi/đen),amd ryzen 5 7530u,,16,ddr4,512,ssd,no,14,2880x1800,90,600,,,,windows 11 home,24,20999000,,,,,,,,,amd ryzen 5 7530u,2,4.5,6,12,,,,,15,15977,3112,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,59633,31852,48,20023,12214,191138,683,12599,3112,,,,,,,,,,,,,
1736,hacom,asus,laptop asus vivobook k6502vu-ma090w (i9 13900h/16gb ram/512gb ssd/15.6 2.8k oled/rtx4050 6gb/win11/bạc),intel core i9 13900h,geforce rtx 4050,8,ddr5,512,ssd,yes,15.6,2880x1620,120,400,70,3,1.8,windows 11 home,24,38999000,35.63,23.53,2,0,0,0,0,0,intel core i9 13900h,2.6,5.4,6,12,1.9,4.1,8,8,45,28701,3842,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,100655,72169,108,36868,19788,339431,1809,20041,3842,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
1737,hacom,apple,laptop apple macbook air (z15w00051) (apple m2/8c cpu/8c gpu/16gb ram/256gb ssd/13.6/mac os/bạc) (2022),apple m2 8 core,,16,,256,ssd,no,13.6,,,,,,,macos,12,30099000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1738,hacom,apple,laptop apple macbook air (z16000051) (apple m2/8c cpu/8c gpu/16gb ram/256gb ssd/13.6/mac os/đen) (2022),apple m2 8 core,,16,,256,ssd,no,13.6,,,,,,,macos,12,30099000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1739,hacom,apple,laptop apple macbook air (z15y00051) (apple m2/8c cpu/8c gpu/16gb ram/256gb ssd/13.6/mac os/vàng) (2022),apple m2 8 core,,16,,256,ssd,no,13.6,,,,,,,macos,12,30099000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1740,hacom,lenovo,laptop lenovo thinkpad e15 g4 (21ed0069vn ) (r5 5625u/8gb ram/512gb ssd/15.6 fhd/win11/đen),amd ryzen 5 5625u,,8,ddr4,512,ssd,no,15.6,1920x1080,,300,,,,,24,15499000,,,,,,,,,amd ryzen 5 5625u,2.3,4.3,6,12,,,,,15,14910,2881,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,56114,30091,46,18567,11331,177970,655,11751,2881,,,,,,,,,,,,,
1741,hacom,apple,laptop apple macbook pro 13 (z16r0003v) (apple m2 /8c cpu/10c gpu/16gb/256gb ssd/13.3/mac os/xám),apple m2 8 core,,16,,256,ssd,yes,13.3,2560x1600,,500,58.2,,1.4,macos,12,37599000,,,,0,0,0,0,0,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1742,hacom,lg,laptop lg gram 16zd90r-g.ax55a5 (i5-1340p/16gb ram/512gb ssd/16.0 inch wqxga/dos/đen) (2023),intel core i5 1340p,,16,ddr5,512,ssd,yes,16,2560x1600,,350,,,1.199,,12,30999000,35.51,24.23,1.68,0,0,1,0,0,intel core i5 1340p,1.9,4.6,4,8,1.9,3.4,8,8,28,18765,3509,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,69665,48184,59,23692,12870,215761,1083,12411,3509,,,,,,,,,,,,,
1743,hacom,lg,laptop lg gram 17z90r-g.ah78a5 (i7-1360p/16gb ram/1tb ssd/17.0 inch wqxga/win 11/đen) (2023),intel core i7 1360p,,16,ddr5,1024,ssd,no,17,2560x1600,60,,,,,windows 11 home,12,36999000,,,,,,,,,intel core i7 1360p,2.2,5,4,8,1.6,3.7,8,8,28,19051,3524,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,69754,47328,80,22839,12738,207665,1306,11780,3524,,,,,,,,,,,,,
1744,hacom,msi,laptop msi modern 15 (b7m-099vn) (r5 7530u/8gb ram/512gb ssd/15.6 inch fhd/win11/đen),amd ryzen 5 7530u,,8,ddr4,512,ssd,yes,15.6,1920x1080,,,39,3,,windows 11 home,24,12990000,35.9,24.1,1.99,0,1,1,0,0,amd ryzen 5 7530u,2,4.5,6,12,,,,,15,15977,3112,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,59633,31852,48,20023,12214,191138,683,12599,3112,,,,,,,,,,,,,
1745,hacom,msi,laptop msi modern 15 (b7m-098vn) (r7 7730u/8gb ram/512gb ssd/15.6 inch fhd/win11/đen),amd ryzen 7 7730u,,8,ddr4,512,ssd,yes,15.6,1920x1080,,,39,3,,windows 11 home,24,14990000,35.9,24.1,1.99,0,1,1,0,0,amd ryzen 7 7730u,2,4.5,8,16,,,,,15,18610,3064,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,74843,39275,47,24239,14864,230713,793,14907,3064,,,,,,,,,,,,,
1746,hacom,msi,laptop msi modern 14 (c7m-083vn) (r5 7530u/8gb ram/512gb ssd/14.0 inch fhd/win11/đen),amd ryzen 5 7530u,,8,ddr4,512,ssd,yes,14,1920x1080,,,39,3,1.4,windows 11 home,24,11990000,31.99,22.3,1.94,0,1,1,0,0,amd ryzen 5 7530u,2,4.5,6,12,,,,,15,15977,3112,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,59633,31852,48,20023,12214,191138,683,12599,3112,,,,,,,,,,,,,
1747,hacom,apple,laptop apple macbook pro 13 (z16t0003v) (apple m2 /8c cpu/10c gpu/16gb ram/256gb ssd/13.3 inch/mac os/bạc) (2022),apple m2 8 core,,16,,256,ssd,yes,13.3,2560x1600,,500,58.2,,1.4,macos,12,37299000,,,,0,0,0,0,0,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1748,hacom,microsoft,surface laptop 5 (rbg-00026)(i7 1255u/16gb ram/512gb ssd/13.5/win11/đen)(bảo hành tại hacom),intel core i7 1255u,,16,ddr5,512,ssd,no,13.5,2256x1504,,,,,,windows,12,46999000,,,,,,,,,intel core i7 1255u,1.7,4.7,2,4,1.2,3.5,8,8,15,13562,3255,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,49997,33433,42,17212,9460,149711,822,8350,3255,,,,,,,,,,,,,
1749,hacom,hp,laptop hp pavilion x360 14-ek0134tu (7c0p8pa) (i5 1235u/8gb ram/512gb ssd/14 fhd cảm ứng/bút/win11/vàng),intel core i5 1235u,,8,ddr4,512,ssd,yes,14,1920x1080,,,43.3,3,1.53,windows 11 home,12,18699000,32.2,21,1.99,0,1,1,0,1,intel core i5 1235u,1.3,4.4,2,4,0.9,3.3,8,8,15,13388,3218,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50412,33950,37,17469,9643,150997,735,8360,3218,,,,,,,,,,,,,
1750,hacom,hp,laptop hp spectre x360 convertible 14-ef3030tu (6k773pa) (i7 1255u/16gb ram/1tb ssd/13.5 2k touch/bút/win11/xanh),intel core i7 1255u,,16,ddr4,1024,ssd,no,13.5,3000x2000,,400,,,,windows 11 home,12,36999000,,,,,,,,,intel core i7 1255u,1.7,4.7,2,4,1.2,3.5,8,8,15,13562,3255,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,49997,33433,42,17212,9460,149711,822,8350,3255,,,,,,,,,,,,,
1751,hacom,hp,laptop hp probook 430 g8 (51x35pa) (i5 1135g7/4gb ram/256gb ssd /13.3 fhd/win/bạc),intel core i5 1135g7,,4,ddr4,256,ssd,yes,13.3,1920x1080,60,,45,3,1.263,windows 10 home,12,17999000,,,,0,1,1,0,1,intel core i5 1135g7,2.4,4.2,4,8,,,,,15,9734,2676,4 x 32 kb,4 x 48 kb,4 x 1280 kb,8 mb,,,,32465,19609,35,12802,5617,105917,594,7612,2676,,,,,,,,,,,,,
1752,hacom,hp,laptop hp 340s g7 (359c3pa) (i5 1035g1/8gb ram/512gb ssd/14 inch fhd/dos/bạc),intel core i5 1035g7,,8,,512,ssd,no,14,,,,,,,,12,18999000,,,,,,,,,intel core i5 1035g7,1.2,3.7,4,8,,,,,15,8133,2206,4 x 32 kb,4 x 48 kb,4 x 512 kb,6 mb,,,,27574,16054,24,10576,4656,90879,577,6432,2206,,,,,,,,,,,,,
1753,hacom,lg,laptop lg gram 17zd90r-g.ax73a5 (i7-1360p/16gb ram/256gb ssd/17.0 inch wqxga/dos/xám) (2023),intel core i7 1360p,,16,ddr5,256,ssd,yes,17,2560x1600,60,,,,1.35,windows 11 home,12,36999000,37.88,25.88,1.78,0,0,1,0,0,intel core i7 1360p,2.2,5,4,8,1.6,3.7,8,8,28,19051,3524,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,69754,47328,80,22839,12738,207665,1306,11780,3524,,,,,,,,,,,,,
